WelcomeScreen.stopped,key_respWeiter.rt,slider.response,ThankYouScreen.stopped,CorrAns,frameRate,__participant,key_resp_2.rt,ShortQuiz.started,psychopyVersion,key_resp_2.keys,key_respWeitergehen.rt,Feedback.started,WelcomeScreen.started,date,ConfindentwithDecision.stopped,ShortQuiz.stopped,Zustimmung.rt,Symp,trialsZombies.thisN,trialsZombies.thisIndex,key_resp.rt,__datetime,ShortQuizQ2.started,Participant,blank500.stopped,ShortQuizQ1.started,ConfindentwithDecision.started,DiagnosisZombie.stopped,Zustimmung.keys,__session,InfoScreenWorld.stopped,OS,trialsZombies.thisRepN,DiagnosisZombie.started,ShortQuizQ1.stopped,blank500.started,session,key_respWeitergehen.keys,keySAntwortQ2.rt,InfoDiagnosisThemself.stopped,key_resp.keys,key_respWeiterDiagnosisthemself.rt,InfoDiagnosisThemself.started,key_resp_diagnosis.corr,keySAntwortQ2.keys,trialsZombies.thisTrialN,Feedback.stopped,key_respWeiterDiagnosisthemself.keys,key_resp_Feedback.rt,ShortQuizQ2.stopped,key_respWeiter.keys,ThankYouScreen.started,key_resp_diagnosis.keys,participant,__experimentName,expName,key_resp_Feedback.keys,InfoScreenDisease.started,CorrKey,InfoScreenDisease.stopped,trialsZombies.ran,key_resp_diagnosis.rt,images_zombie
NA,NA,34,NA,MZD,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,420.839,NA,2023-11-02_12h55.02.422,420.839,NA,NA,"Abszess, Gehirnhautentzündung,Geschwollene Drüsen, Verstopfung",40,20,NA,2023-11-02_12h54.07.504,NA,23,NA,NA,420.557,420.556,NA,001,NA,Win32,0,419.99,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,40,420.923,NA,0.07800000000003138,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,m,NA,1,0.03899999999998727,images/zombie22.png
NA,NA,34,NA,TS19,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,421.789,NA,2023-11-02_12h55.02.422,421.789,NA,NA,"Fieber, Hautausschlag, Tränende Augen",41,11,NA,2023-11-02_12h54.07.504,NA,14,NA,NA,421.506,421.506,NA,001,NA,Win32,0,420.923,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,41,421.889,NA,0.08800000000002228,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,t,NA,1,0.07099999999996953,images/zombie1.png
NA,NA,34,NA,TS19,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,422.756,NA,2023-11-02_12h55.02.422,422.756,NA,NA,"Fieber, Tränende Augen",42,13,NA,2023-11-02_12h54.07.504,NA,16,NA,NA,422.506,422.506,NA,001,NA,Win32,0,421.89,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,42,422.906,NA,0.146000000000015,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,t,NA,1,0.08899999999999864,images/zombie42.png
NA,NA,34,NA,keine schwere Krankheit,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,423.806,NA,2023-11-02_12h55.02.422,423.806,NA,NA,"Fieber, Hautausschlag",43,41,NA,2023-11-02_12h54.07.504,NA,44,NA,NA,423.522,423.522,NA,001,NA,Win32,0,422.906,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,43,423.939,NA,0.12800000000004275,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,g,NA,1,0.10599999999999454,images/zombie14.png
NA,NA,34,NA,keine schwere Krankheit,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,482.424,NA,2023-11-02_12h55.02.422,482.424,NA,NA,"Gehirnhautentzündung, Hautausschlag",44,46,NA,2023-11-02_12h54.07.504,NA,49,NA,NA,481.04,481.04,NA,001,NA,Win32,0,423.939,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,44,482.623,NA,0.18600000000003547,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,g,NA,1,56.59100000000001,images/zombie60.png
NA,NA,34,NA,MZD,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,485.406,NA,2023-11-02_12h55.02.422,485.406,NA,NA,"Fieber, Gehirnhautentzündung, Juckreiz, Verstopfung",45,23,NA,2023-11-02_12h54.07.504,NA,26,NA,NA,483.223,483.223,NA,001,NA,Win32,0,482.6240000000001,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,45,485.64,NA,0.22199999999998,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,m,NA,1,0.07399999999995543,images/zombie51.png
NA,NA,34,NA,keine schwere Krankheit,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,486.7060000000001,NA,2023-11-02_12h55.02.422,486.7060000000001,NA,NA,"Abszess, Fieber",46,39,NA,2023-11-02_12h54.07.504,NA,42,NA,NA,486.2780000000001,486.2780000000001,NA,001,NA,Win32,0,485.641,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,46,486.8560000000001,NA,0.1470000000000482,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,g,NA,1,0.12200000000007094,images/zombie55.png
NA,NA,34,NA,keine schwere Krankheit,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,488.0230000000001,NA,2023-11-02_12h55.02.422,488.0230000000001,NA,NA,"Fieber, Geschwollene Drüsen",47,40,NA,2023-11-02_12h54.07.504,NA,43,NA,NA,487.4570000000001,487.4560000000001,NA,001,NA,Win32,0,486.8560000000001,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,47,488.14,NA,0.11000000000001364,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,g,NA,1,0.09800000000007004,images/zombie52.png
NA,NA,34,NA,TS19,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,489.123,NA,2023-11-02_12h55.02.422,489.123,NA,NA,"Verstopfung, Tränende Augen",48,17,NA,2023-11-02_12h54.07.504,NA,20,NA,NA,488.74000000000007,488.74000000000007,NA,001,NA,Win32,0,488.14,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,48,489.2730000000001,NA,0.14599999999995816,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,t,NA,1,0.09500000000002728,images/zombie32.png
NA,NA,34,NA,keine schwere Krankheit,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,490.324,NA,2023-11-02_12h55.02.422,490.324,NA,NA,"Abszess, Tränende Augen",49,53,NA,2023-11-02_12h54.07.504,NA,56,NA,NA,489.89,489.89,NA,001,NA,Win32,0,489.2730000000001,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,49,490.4560000000001,NA,0.1290000000000191,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,g,NA,1,0.1050000000000182,images/zombie30.png
NA,NA,34,NA,TS19,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,491.473,NA,2023-11-02_12h55.02.422,491.473,NA,NA,"Abszess, Fieber, Geschwollene Drüsen, Tränende Augen",50,6,NA,2023-11-02_12h54.07.504,NA,9,NA,NA,491.073,491.073,NA,001,NA,Win32,0,490.4560000000001,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,50,491.6060000000001,NA,0.12000000000000456,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,t,NA,1,0.1050000000000182,images/zombie44.png
NA,NA,34,NA,MZD,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,492.5560000000001,NA,2023-11-02_12h55.02.422,492.5560000000001,NA,NA,"Abszess, Geschwollene Drüsen, Juckreiz",51,37,NA,2023-11-02_12h54.07.504,NA,40,NA,NA,492.17300000000006,492.17300000000006,NA,001,NA,Win32,0,491.6060000000001,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,51,492.689,NA,0.1290000000000191,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,m,NA,1,0.05999999999994543,images/zombie7.png
NA,NA,34,NA,MZD,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,493.67300000000006,NA,2023-11-02_12h55.02.422,493.67300000000006,NA,NA,"Gehirnhautentzündung, Geschwollene Drüsen, Hautausschlag, Juckreiz",52,25,NA,2023-11-02_12h54.07.504,NA,28,NA,NA,493.29,493.29,NA,001,NA,Win32,0,492.6910000000001,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,52,493.8060000000001,NA,0.1209999999999809,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,m,NA,1,0.07999999999992724,images/zombie4.png
NA,NA,34,NA,keine schwere Krankheit,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,494.7730000000001,NA,2023-11-02_12h55.02.422,494.7730000000001,NA,NA,"Gehirnhautentzündung, Verstopfung",53,45,NA,2023-11-02_12h54.07.504,NA,48,NA,NA,494.3740000000001,494.373,NA,001,NA,Win32,0,493.8070000000001,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,53,494.9070000000001,NA,0.1209999999999809,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,g,NA,1,0.04399999999998272,images/zombie54.png
NA,NA,34,NA,MZD,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,495.8560000000001,NA,2023-11-02_12h55.02.422,495.8560000000001,NA,NA,"Abszess, Gehirnhautentzündung,Tränende Augen",54,19,NA,2023-11-02_12h54.07.504,NA,22,NA,NA,495.4570000000001,495.4570000000001,NA,001,NA,Win32,0,494.9070000000001,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,54,495.99000000000007,NA,0.125,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,m,NA,1,0.03099999999994907,images/zombie36.png
NA,NA,34,NA,keine schwere Krankheit,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,496.92300000000006,NA,2023-11-02_12h55.02.422,496.92300000000006,NA,NA,Tränende Augen,55,55,NA,2023-11-02_12h54.07.504,NA,58,NA,NA,496.573,496.573,NA,001,NA,Win32,0,495.99000000000007,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,55,497.0570000000001,NA,0.12199999999995724,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,g,NA,1,0.07200000000000273,images/zombie31.png
NA,NA,34,NA,TS19,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,498.007,NA,2023-11-02_12h55.02.422,498.007,NA,NA,"Abszess, Fieber, Hautausschlag, Tränende Augen",56,8,NA,2023-11-02_12h54.07.504,NA,11,NA,NA,497.623,497.623,NA,001,NA,Win32,0,497.0570000000001,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,56,498.123,NA,0.11099999999999,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,t,NA,1,0.06599999999991724,images/zombie13.png
NA,NA,34,NA,keine schwere Krankheit,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,499.04,NA,2023-11-02_12h55.02.422,499.04,NA,NA,"Juckreiz,Verstopfung",57,52,NA,2023-11-02_12h54.07.504,NA,55,NA,NA,498.69,498.69,NA,001,NA,Win32,0,498.123,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,57,499.174,NA,0.12200000000007094,NA,NA,NA,t,696929,Zombie_new,Zombie,space,NA,g,NA,1,0.05600000000004002,images/zombie8.png
NA,NA,NA,509.17300000000006,NA,60.02400960382895,696929,NA,NA,2023.2.2,NA,NA,NA,NA,2023-11-02_12h55.02.422,NA,NA,NA,NA,NA,NA,NA,2023-11-02_12h54.07.504,NA,NA,NA,NA,NA,NA,NA,001,NA,Win32,NA,NA,NA,NA,001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.174,NA,696929,Zombie_new,Zombie,NA,NA,NA,NA,NA,NA,NA
8.156899999976158,NA,NA,NA,NA,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,NA,4.9999999999883e-4,2023-11-02_22h10.51.046,NA,NA,8.126800000011919,NA,NA,NA,NA,2023-11-02_22h10.31.593,NA,NA,NA,NA,NA,NA,space,001,NA,Win32,NA,NA,NA,NA,001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999735,Zombie_new,Zombie,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,NA,NA,2023-11-02_22h10.51.046,NA,NA,NA,NA,NA,NA,NA,2023-11-02_22h10.31.593,NA,NA,9.15589999997616,NA,NA,NA,NA,001,NA,Win32,NA,NA,NA,8.157799999952317,001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999735,Zombie_new,Zombie,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,60.027612701844106,999735,NA,NA,2023.2.2,NA,13.419199999988075,NA,NA,2023-11-02_22h10.51.046,NA,NA,NA,NA,NA,NA,NA,2023-11-02_22h10.31.593,NA,NA,NA,NA,NA,NA,NA,001,22.60169999998808,Win32,NA,NA,NA,NA,001,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999735,Zombie_new,Zombie,NA,NA,NA,NA,NA,NA,NA
NA,17.604899999976155,NA,NA,NA,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,NA,NA,2023-11-02_22h10.51.046,NA,NA,NA,NA,NA,NA,NA,2023-11-02_22h10.31.593,NA,NA,NA,NA,NA,NA,NA,001,NA,Win32,NA,NA,NA,NA,001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,space,NA,NA,999735,Zombie_new,Zombie,NA,22.601999999999997,NA,40.23039999997616,NA,NA,NA
NA,NA,NA,NA,NA,60.027612701844106,999735,NA,40.23079999995231,2023.2.2,NA,NA,NA,NA,2023-11-02_22h10.51.046,NA,44.49529999995232,NA,NA,NA,NA,4.229800000011927,2023-11-02_22h10.31.593,NA,NA,NA,NA,NA,NA,NA,001,NA,Win32,NA,NA,NA,NA,001,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999735,Zombie_new,Zombie,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,60.027612701844106,999735,5.820000000000007,NA,2023.2.2,z,NA,NA,NA,2023-11-02_22h10.51.046,NA,NA,NA,NA,NA,NA,NA,2023-11-02_22h10.31.593,NA,NA,NA,44.49569999998808,NA,NA,NA,001,NA,Win32,NA,NA,50.34359999996425,NA,001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999735,Zombie_new,Zombie,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,NA,NA,2023-11-02_22h10.51.046,NA,NA,NA,NA,NA,NA,NA,2023-11-02_22h10.31.593,50.34409999996424,NA,NA,NA,NA,NA,NA,001,NA,Win32,NA,NA,NA,NA,001,NA,6.122400000035768,NA,NA,NA,NA,NA,d,NA,NA,NA,NA,56.49150000000001,NA,NA,NA,999735,Zombie_new,Zombie,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,NA,NA,2023-11-02_22h10.51.046,NA,NA,NA,NA,NA,NA,NA,2023-11-02_22h10.31.593,NA,NA,NA,NA,NA,NA,NA,001,NA,Win32,NA,NA,NA,NA,001,NA,NA,73.32,NA,16.80159999996424,56.49189999997616,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,999735,Zombie_new,Zombie,NA,NA,NA,NA,NA,NA,NA
NA,NA,33,NA,TS19,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,112.32509999996424,NA,2023-11-02_22h10.51.046,112.3245,NA,NA,"Abszess, Fieber, Juckreiz, Tränende Augen",0,2,NA,2023-11-02_22h10.31.593,NA,5,NA,NA,98.0127999999523,98.01250000000002,NA,001,NA,Win32,0,73.37889999997617,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,0,116.40629999995232,NA,4.071499999999986,NA,NA,NA,t,999735,Zombie_new,Zombie,space,NA,t,NA,1,24.12100000000001,images/zombie27.png
NA,NA,64,NA,TS19,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,126.13639999997616,NA,2023-11-02_22h10.51.046,126.136,NA,NA,"Fieber, Gehirnhautentzündung, Tränende Augen",1,5,NA,2023-11-02_22h10.31.593,NA,8,NA,NA,123.0535,123.05329999995232,NA,001,NA,Win32,0,116.42489999997616,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,1,162.54119999998807,NA,36.394599999964214,NA,NA,NA,g,999735,Zombie_new,Zombie,space,NA,t,NA,1,6.1074999999999875,images/zombie26.png
NA,NA,33,NA,TS19,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,174.33759999996423,NA,2023-11-02_22h10.51.046,174.33739999997616,NA,NA,"Abszess, Fieber, Hautausschlag, Verstopfung",2,0,NA,2023-11-02_22h10.31.593,NA,3,NA,NA,167.77269999998808,167.77269999998808,NA,001,NA,Win32,0,162.56009999996422,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,2,191.14959999996424,NA,16.795999999999992,NA,NA,NA,m,999735,Zombie_new,Zombie,space,NA,t,NA,1,4.691199999988072,images/zombie45.png
NA,NA,98,NA,MZD,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,196.91559999996423,NA,2023-11-02_22h10.51.046,196.91539999997616,NA,NA,"Abszess, Gehirnhautentzündung, Juckreiz, Tränende Augen",3,26,NA,2023-11-02_22h10.31.593,NA,29,NA,NA,194.83109999996424,194.83109999996424,NA,001,NA,Win32,0,191.1717999999523,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,3,217.74079999995232,NA,20.813000000000017,NA,NA,NA,t,999735,Zombie_new,Zombie,space,NA,m,NA,1,3.14130000001191,images/zombie50.png
NA,NA,64,NA,MZD,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,227.42109999996424,NA,2023-11-02_22h10.51.046,227.42089999997617,NA,NA,"Abszess, Gehirnhautentzündung, Juckreiz",4,29,NA,2023-11-02_22h10.31.593,NA,32,NA,NA,225.72119999998807,225.72119999998807,NA,001,NA,Win32,0,217.76139999997616,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,4,238.284,NA,10.857199999988095,NA,NA,NA,m,999735,Zombie_new,Zombie,space,NA,m,NA,1,7.445699999988079,images/zombie56.png
NA,NA,64,NA,keine schwere Krankheit,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,242.8830999999643,NA,2023-11-02_22h10.51.046,242.88289999997616,NA,NA,"Fieber, Hautausschlag",5,42,NA,2023-11-02_22h10.31.593,NA,45,NA,NA,240.71659999996425,240.71659999996425,NA,001,NA,Win32,0,238.2998999999762,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,5,266.7257999999523,NA,23.829199999988077,NA,NA,NA,g,999735,Zombie_new,Zombie,space,NA,g,NA,1,1.9106000000238623,images/zombie12.png
NA,NA,64,NA,MZD,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,275.5061999999881,NA,2023-11-02_22h10.51.046,275.50609999996425,NA,NA,"Abszess, Gehirnhautentzündung, Juckreiz",6,24,NA,2023-11-02_22h10.31.593,NA,27,NA,NA,274.1735,274.17339999997614,NA,001,NA,Win32,0,266.7488999999762,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,6,294.8498999999762,NA,19.340499999999963,NA,NA,NA,m,999735,Zombie_new,Zombie,space,NA,m,NA,1,6.913800000011918,images/zombie41.png
NA,NA,64,NA,TS19,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,300.4486999999881,NA,2023-11-02_22h10.51.046,300.4485,NA,NA,"Abszess, Fieber, Geschwollene Drüsen, Tränende Augen",7,7,NA,2023-11-02_22h10.31.593,NA,10,NA,NA,298.7156999999881,298.7155,NA,001,NA,Win32,0,294.86869999998805,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,7,302.5817999999523,NA,2.1204000000357155,NA,NA,NA,t,999735,Zombie_new,Zombie,space,NA,t,NA,1,3.3245999999642777,images/zombie17.png
NA,NA,65,NA,TS19,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,307.8625,NA,2023-11-02_22h10.51.046,307.8625,NA,NA,"Fieber, Hautausschlag, Tränende Augen",8,11,NA,2023-11-02_22h10.31.593,NA,14,NA,NA,306.29619999998806,306.2960999999642,NA,001,NA,Win32,0,302.58259999996426,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,8,323.3741999999881,NA,15.506599999964235,NA,NA,NA,m,999735,Zombie_new,Zombie,space,NA,t,NA,1,3.1967999999523045,images/zombie1.png
NA,NA,64,NA,keine schwere Krankheit,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,329.1225,NA,2023-11-02_22h10.51.046,329.1225,NA,NA,"Abszess, Gehirnhautentzündung",9,43,NA,2023-11-02_22h10.31.593,NA,46,NA,NA,327.5228999999762,327.5227999999523,NA,001,NA,Win32,0,323.39,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,9,330.8552999999523,NA,1.718099999964238,NA,NA,NA,g,999735,Zombie_new,Zombie,space,NA,g,NA,1,3.624600000023804,images/zombie11.png
NA,NA,98,NA,TS19,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,337.8032999999523,NA,2023-11-02_22h10.51.046,337.8030999999642,NA,NA,"Abszess, Fieber, Geschwollene Drüsen, Tränende Augen",10,6,NA,2023-11-02_22h10.31.593,NA,9,NA,NA,336.4532999999523,336.4532999999523,NA,001,NA,Win32,0,330.8560999999642,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,10,339.06939999997616,NA,1.2539999999999625,NA,NA,NA,t,999735,Zombie_new,Zombie,space,NA,t,NA,1,5.074199999988082,images/zombie44.png
NA,NA,64,NA,MZD,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,348.93289999997614,NA,2023-11-02_22h10.51.046,348.93289999997614,NA,NA,"Abszess, Gehirnhautentzündung,Geschwollene Drüsen, Verstopfung",11,20,NA,2023-11-02_22h10.31.593,NA,23,NA,NA,347.40189999997614,347.4017999999523,NA,001,NA,Win32,0,339.07029999995234,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,11,371.3931999999881,NA,22.447199999988072,NA,NA,NA,g,999735,Zombie_new,Zombie,space,NA,m,NA,1,7.813799999952266,images/zombie22.png
NA,NA,65,NA,keine schwere Krankheit,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,379.007,NA,2023-11-02_22h10.51.046,379.00689999997616,NA,NA,"Gehirnhautentzündung, Hautausschlag",12,47,NA,2023-11-02_22h10.31.593,NA,50,NA,NA,376.54089999997615,376.54089999997615,NA,001,NA,Win32,0,371.4118999999762,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,12,379.99,NA,0.973400000035781,NA,NA,NA,g,999735,Zombie_new,Zombie,space,NA,g,NA,1,4.607399999976167,images/zombie49.png
NA,NA,64,NA,MZD,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,386.9715999999642,NA,2023-11-02_22h10.51.046,386.9715999999642,NA,NA,"Abszess, Fieber, Gehirnhautentzündung, Hautausschlag",13,18,NA,2023-11-02_22h10.31.593,NA,21,NA,NA,385.2215,385.2215,NA,001,NA,Win32,0,379.99069999998807,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,13,396.56819999998805,NA,9.587899999976116,NA,NA,NA,t,999735,Zombie_new,Zombie,space,NA,m,NA,1,4.707499999999982,images/zombie59.png
NA,NA,98,NA,keine schwere Krankheit,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,399.75079999995233,NA,2023-11-02_22h10.51.046,399.7505,NA,NA,"Fieber, Hautausschlag",14,41,NA,2023-11-02_22h10.31.593,NA,44,NA,NA,398.23409999996426,398.234,NA,001,NA,Win32,0,396.585,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,14,401.1172999999523,NA,1.3548999999761122,NA,NA,NA,g,999735,Zombie_new,Zombie,space,NA,g,NA,1,1.1318000000119357,images/zombie14.png
NA,NA,64,NA,TS19,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,411.4967999999523,NA,2023-11-02_22h10.51.046,411.4966999999881,NA,NA,"Abszess, Juckreiz,Verstopfung,Tränende Augen",15,14,NA,2023-11-02_22h10.31.593,NA,17,NA,NA,409.98039999997616,409.9802999999523,NA,001,NA,Win32,0,401.11879999995233,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,15,413.0135,NA,1.5045999999642277,NA,NA,NA,m,999735,Zombie_new,Zombie,space,NA,t,NA,1,8.339899999976183,images/zombie23.png
NA,NA,65,NA,MZD,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,417.64479999995234,NA,2023-11-02_22h10.51.046,417.64469999998806,NA,NA,"Abszess, Gehirnhautentzündung, Hautausschlag, Juckreiz",16,30,NA,2023-11-02_22h10.31.593,NA,33,NA,NA,416.2455999999642,416.2455,NA,001,NA,Win32,0,413.0141999999881,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,16,418.81159999996424,NA,1.1613999999761404,NA,NA,NA,t,999735,Zombie_new,Zombie,space,NA,m,NA,1,2.7101000000238855,images/zombie10.png
NA,NA,64,NA,MZD,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,428.908,NA,2023-11-02_22h10.51.046,428.90789999997617,NA,NA,"Gehirnhautentzündung, Geschwollene Drüsen, Hautausschlag, Juckreiz",17,25,NA,2023-11-02_22h10.31.593,NA,28,NA,NA,427.5588999999762,427.5586999999881,NA,001,NA,Win32,0,418.8125999999642,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,17,429.6745,NA,0.7561999999880413,NA,NA,NA,m,999735,Zombie_new,Zombie,space,NA,m,NA,1,8.22399999999999,images/zombie4.png
NA,NA,65,NA,MZD,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,436.28959999996425,NA,2023-11-02_22h10.51.046,436.2895,NA,NA,"Gehirnhautentzündung, Geschwollene Drüsen, Juckreiz",18,32,NA,2023-11-02_22h10.31.593,NA,35,NA,NA,434.7397999999523,434.7396999999881,NA,001,NA,Win32,0,429.67539999997615,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,18,437.2397999999523,NA,0.94529999995234,NA,NA,NA,t,999735,Zombie_new,Zombie,space,NA,m,NA,1,4.542699999988088,images/zombie57.png
NA,NA,98,NA,TS19,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,441.2040999999642,NA,2023-11-02_22h10.51.046,441.204,NA,NA,"Fieber, Tränende Augen",19,13,NA,2023-11-02_22h10.31.593,NA,16,NA,NA,439.455,439.455,NA,001,NA,Win32,0,437.24089999997614,NA,NA,001,NA,NA,NA,NA,NA,NA,0,NA,19,455.7662999999523,NA,14.550599999964277,NA,NA,NA,g,999735,Zombie_new,Zombie,space,NA,t,NA,1,1.6935000000000286,images/zombie42.png
NA,NA,97,NA,MZD,60.027612701844106,999735,NA,NA,2023.2.2,NA,NA,461.532,NA,2023-11-02_22h10.51.046,461.532,NA,NA,"Abszess, Gehirnhautentzündung, Juckreiz",20,28,NA,2023-11-02_22h10.31.593,NA,31,NA,NA,459.6816999999881,459.68159999996425,NA,001,NA,Win32,0,455.78089999997616,NA,NA,001,NA,NA,NA,NA,NA,NA,1,NA,20,462.31579999995233,NA,0.7744999999999891,NA,NA,NA,m,999735,Zombie_new,Zombie,space,NA,m,NA,1,3.391300000011882,images/zombie18.png
